   PPID     PID    PGID     SID TTY        TPGID STAT   UID   TIME COMMAND
   3026    3129    2342    2342 ?             -1 Sl    1000   2:44 /opt/yandex/browser/yandex_browser --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ru --service-sandbox-type=none --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --change-stack-guard-on-fork=enable --process-name=Network Service --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    3143    2342    2342 ?             -1 Sl    1000   0:04 /opt/yandex/browser/yandex_browser --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ru --service-sandbox-type=utility --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --change-stack-guard-on-fork=enable --process-name=Storage Service --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    3260    2342    2342 ?             -1 Sl    1000   0:15 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --ya-custo-process --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=24889580 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    3268    2342    2342 ?             -1 Sl    1000   0:02 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --ya-custo-process --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=24897326 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    3320    2342    2342 ?             -1 Sl    1000   0:01 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=25190348 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    3328    2342    2342 ?             -1 Sl    1000   0:01 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=25198643 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    3340    2342    2342 ?             -1 Sl    1000   0:01 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=25207563 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3026    3696    2342    2342 ?             -1 Sl    1000   2:07 /opt/yandex/browser/yandex_browser --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ru --service-sandbox-type=none --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --change-stack-guard-on-fork=enable --process-name=Audio Service --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   2294    3807    2294    2294 ?             -1 Sl    1000   0:00 /usr/bin/update-notifier
   3048    3929    2342    2342 ?             -1 Sl    1000   0:27 /opt/yandex/browser/yandex_browser --type=utility --utility-sub-type=qr_code.mojom.QRCodeService --lang=ru --service-sandbox-type=service --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --change-stack-guard-on-fork=enable --process-name=QR code service --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048    4001    2342    2342 ?             -1 Sl    1000   0:02 /opt/yandex/browser/yandex_browser --type=utility --utility-sub-type=autofill.mojom.TflPredictionsService --lang=ru --service-sandbox-type=utility --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --change-stack-guard-on-fork=enable --process-name=Autofill Tfl Predictions --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      1    4140    4140    4140 ?             -1 Ss       0   0:00 /usr/sbin/cupsd -l
      1    4144    4144    4144 ?             -1 Ssl    115   0:00 /usr/sbin/cups-browsed
      1    4191    4191    4191 ?             -1 Ssl      0   0:03 /usr/libexec/fwupd/fwupd
      2    4199       0       0 ?             -1 I        0   0:01 [kworker/15:2-mm_percpu_wq]
   2076    4878    4878    4878 ?             -1 SLsl  1000   1:02 /snap/code/170/usr/share/code/code --no-sandbox --force-user-env
   4878    4880    4878    4878 ?             -1 S     1000   0:00 /snap/code/170/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
   4878    4881    4878    4878 ?             -1 S     1000   0:00 /snap/code/170/usr/share/code/code --type=zygote --no-sandbox
   2076    4899    4898    4898 ?             -1 Sl    1000   0:00 /snap/code/170/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/olesya/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=abeecb0e-c53d-49ef-9dcf-35944cad7d7b&iid=abeecb0e-c53d-49ef-9dcf-35944cad7d7b&sid=abeecb0e-c53d-49ef-9dcf-35944cad7d7b --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.94.0 --annotation=lsb-release=Ubuntu 24.04 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=30.5.1 --initial-client-fd=49 --shared-client-connection
   4878    4923    4878    4878 ?             -1 Sl    1000   0:03 /snap/code/170/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
   4878    4999    4878    4878 ?             -1 Sl    1000   3:31 /snap/code/170/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
   4878    5051    4878    4878 ?             -1 Sl    1000   0:09 /snap/code/170/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
      2    6167       0       0 ?             -1 S        0   0:00 [irq/140-mei_me]
   2076    7501    2116    2116 ?             -1 Sl    1000   0:07 /usr/bin/nautilus --gapplication-service
   2283    7611    2283    2283 ?             -1 Sl    1000   0:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
   2076    7731    2116    2116 ?             -1 Sl    1000   0:34 /usr/bin/evince /home/olesya/Загрузки/Правила_демон_Стивен.pdf
   2076    7740    2116    2116 ?             -1 Sl    1000   0:00 /usr/libexec/evinced
   3048   10575    2342    2342 ?             -1 Sl    1000   7:20 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=209 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=13859245228 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   10761       0       0 ?             -1 I        0   0:03 [kworker/14:2-rcu_gp]
   3048   10832    2342    2342 ?             -1 Sl    1000   0:03 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=218 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=14379315777 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048   10868    2342    2342 ?             -1 Sl    1000   0:22 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=229 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=14384159956 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   11129       0       0 ?             -1 I        0   0:00 [kworker/7:1-mm_percpu_wq]
      2   11201       0       0 ?             -1 I        0   0:00 [kworker/6:2-cgroup_destroy]
      2   11621       0       0 ?             -1 I        0   0:00 [kworker/5:2-cgroup_destroy]
   2076   11678   11678   11678 ?             -1 Ssl   1000   0:17 /usr/libexec/gnome-terminal-server
  11678   11686   11686   11686 pts/0      13328 Ss    1000   0:00 bash
      2   11715       0       0 ?             -1 I        0   0:00 [kworker/7:0-mm_percpu_wq]
      2   11740       0       0 ?             -1 I<       0   0:04 [kworker/u33:1-rb_allocator]
      2   11867       0       0 ?             -1 I        0   0:00 [kworker/1:0]
      2   12026       0       0 ?             -1 I        0   0:03 [kworker/u32:0-events_unbound]
      2   12074       0       0 ?             -1 I        0   0:00 [kworker/9:2-events]
      2   12084       0       0 ?             -1 I        0   0:00 [kworker/2:2-mm_percpu_wq]
      2   12145       0       0 ?             -1 I        0   0:00 [kworker/3:2-mm_percpu_wq]
   4881   12209    4878    4878 ?             -1 Sl    1000   1:10 /snap/code/170/usr/share/code/code --type=renderer --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/170/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --disable-gpu-compositing --disable-blink-features=FontMatchingCTMigration, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1728334350532198 --launch-time-ticks=16959098784 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:3f9783e7-9ab7-45c5-bf68-82e9857bf22f
   4878   12228    4878    4878 ?             -1 Sl    1000   0:03 /snap/code/170/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
   4878   12238    4878    4878 ?             -1 Sl    1000   0:01 /snap/code/170/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
      2   12305       0       0 ?             -1 I        0   0:00 [kworker/8:1]
      2   12332       0       0 ?             -1 I        0   0:00 [kworker/10:2-mm_percpu_wq]
      2   12337       0       0 ?             -1 I        0   0:00 [kworker/13:0-mm_percpu_wq]
   2342   12365    2342    2342 ?             -1 Sl    1000   0:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
      2   12497       0       0 ?             -1 I        0   0:00 [kworker/4:0-events]
      2   12498       0       0 ?             -1 I        0   0:00 [kworker/8:2-events]
      2   12611       0       0 ?             -1 I        0   0:01 [kworker/u32:4-events_power_efficient]
      2   12633       0       0 ?             -1 I        0   0:01 [kworker/u32:5-i915]
  12228   12649    4878    4878 ?             -1 Sl    1000   0:00 /snap/code/170/usr/share/code/code /snap/code/170/usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=12228
   4878   12669    4878    4878 ?             -1 Sl    1000   0:01 /snap/code/170/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4899 --enable-crash-reporter=7421c707-0245-4648-b7e8-e38b96069b52,no_channel --user-data-dir=/home/olesya/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15033468468175949148,3783420543801490552,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
      2   12707       0       0 ?             -1 I        0   0:00 [kworker/0:0-mm_percpu_wq]
      2   12732       0       0 ?             -1 I        0   0:00 [kworker/4:2-cgroup_destroy]
      2   12762       0       0 ?             -1 I        0   0:00 [kworker/15:1-mm_percpu_wq]
      2   12766       0       0 ?             -1 I        0   0:00 [kworker/5:1-mm_percpu_wq]
      2   12779       0       0 ?             -1 I        0   0:00 [kworker/12:3-mm_percpu_wq]
      2   12790       0       0 ?             -1 I        0   0:00 [kworker/1:2-mm_percpu_wq]
      2   12799       0       0 ?             -1 I<       0   0:01 [kworker/u33:0-rb_allocator]
      2   12800       0       0 ?             -1 I        0   0:00 [kworker/11:1-events]
   3048   12855    2342    2342 ?             -1 Sl    1000   0:01 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=268 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=18382035119 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   12883       0       0 ?             -1 I        0   0:01 [kworker/14:1-i915-unordered]
      2   12911       0       0 ?             -1 I        0   0:00 [kworker/10:1-mm_percpu_wq]
      2   12942       0       0 ?             -1 I        0   0:00 [kworker/u32:1-events_unbound]
      2   12945       0       0 ?             -1 I        0   0:00 [kworker/6:1-mm_percpu_wq]
      2   12953       0       0 ?             -1 I        0   0:00 [kworker/9:0-mm_percpu_wq]
      2   12959       0       0 ?             -1 I        0   0:00 [kworker/0:1]
      2   12979       0       0 ?             -1 I<       0   0:00 [kworker/u33:2-i915_flip]
      2   12980       0       0 ?             -1 I        0   0:00 [kworker/11:0-events]
   3048   12995    2342    2342 ?             -1 Sl    1000   0:01 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --extension-process --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=273 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=18733760275 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   13014       0       0 ?             -1 I        0   0:00 [kworker/3:1-mm_percpu_wq]
      2   13040       0       0 ?             -1 I        0   0:00 [kworker/2:1]
      2   13043       0       0 ?             -1 I        0   0:00 [kworker/13:2-mm_percpu_wq]
      2   13047       0       0 ?             -1 I        0   0:00 [kworker/12:2-events]
      2   13098       0       0 ?             -1 I        0   0:00 [kworker/4:1-events]
      2   13108       0       0 ?             -1 I        0   0:00 [kworker/5:0-events]
      2   13148       0       0 ?             -1 I        0   0:00 [kworker/8:0-mm_percpu_wq]
   3048   13168    2342    2342 ?             -1 Sl    1000   0:00 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=280 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=18955474903 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   13192       0       0 ?             -1 I        0   0:00 [kworker/11:2-mm_percpu_wq]
      2   13196       0       0 ?             -1 I        0   0:00 [kworker/14:0]
   3048   13225    2342    2342 ?             -1 Sl    1000   0:00 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=283 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=19118017518 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   13255       0       0 ?             -1 I        0   0:00 [kworker/6:0]
      2   13274       0       0 ?             -1 I        0   0:00 [kworker/7:2]
   3048   13275    2342    2342 ?             -1 Sl    1000   0:11 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --extension-process --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=284 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=19200005392 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
   3048   13297    2342    2342 ?             -1 Sl    1000   0:00 /opt/yandex/browser/yandex_browser --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=ru --service-sandbox-type=service --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --change-stack-guard-on-fork=enable --process-name=Прокси-сервер V8 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
      2   13308       0       0 ?             -1 I        0   0:00 [kworker/12:0-events]
   3048   13311    2342    2342 ?             -1 Sl    1000   0:00 /opt/yandex/browser/yandex_browser --type=renderer --user-id=40e020fe-f9b6-4965-9361-4d34a7a5c125 --brand-id=yandex --crashpad-handler-pid=3036 --enable-crash-reporter=ba0221f3-c927-42f0-8db0-bb1993c454cb,stable --help-url=https://api.browser.yandex.ru/redirect/help/ --user-agent-info --web-ntp-url-for-renderer=https://webntp.yandex.ru/ --translate-security-origin=https://browser.translate.yandex.net/ --enable-instaserp --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=286 --time-ticks-at-unix-epoch=-1728334350532199 --launch-time-ticks=19212849473 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,9378035990413448216,9660647804042428357,262144 --enable-features=InstallerNewIdentity2024 --variations-seed-version
  11686   13328   13328   11686 pts/0      13328 R+    1000   0:00 ps -axj
